sentence,target
"Texas ranks close to last in access to healthcare, quality of care, avoidable hospital spending, and equity among various groups.",0
"Causes of the state's poor rankings include politics, a high poverty rate, and the highest rate of illegal immigration in the nation.",0
"In May 2006, Texas initiated the program ""code red"" in response to the report the state had 25.1 percent of the population without health insurance, the largest proportion in the nation.",0
"The Trust for America's Health ranked Texas 15th highest in adult obesity, with 27.2 percent of the state's population measured as obese.",0
"The 2008 Men's Health obesity survey ranked four Texas cities among the top 25 fattest cities in America; Houston ranked 6th, Dallas 7th, El Paso 8th, and Arlington 14th.",0
"Texas had only one city (Austin, ranked 21st) in the top 25 among the ""fittest cities"" in America.",0
"The same survey has evaluated the state's obesity initiatives favorably with a ""B+"".",0
The state is ranked forty-second in the percentage of residents who engage in regular exercise according to a 2007 study.,0
"Texas has the highest maternal mortality rate in the developed world, and the rate by which Texas women died from pregnancy-related complications doubled from 2010 to 2014, to 23.8 per 100,000.",0
A rate unmatched in any other U.S. state or economically developed country.,0
Texas has many elite research medical centers.,0
"The state has nine medical schools, three dental schools, and two optometry schools.",0
"Texas has two Biosafety Level 4 (BSL-4) laboratories: one at The University of Texas Medical Branch (UTMB) in Galveston, and the other at the Southwest Foundation for Biomedical Research in San Antonio—the first privately owned BSL-4 lab in the United States.",0
"The Texas Medical Center in Houston, holds the world's largest concentration of research and healthcare institutions, with 47 member institutions.",0
Texas Medical Center performs the most heart transplants in the world.,0
"The University of Texas M. D. Anderson Cancer Center in Houston is a highly regarded academic institution that centers around cancer patient care, research, education and prevention.",0
San Antonio's South Texas Medical Center facilities rank sixth in clinical medicine research impact in the United States.,0
The University of Texas Health Science Center is another highly ranked research and educational institution in San Antonio.,0
Both the American Heart Association and the University of Texas Southwestern Medical Center call Dallas home.,0
The institution's medical school employs the most medical school Nobel laureates in the world.,0
Texans have historically had difficulties traversing Texas due to the state's large size and rough terrain.,1
Texas has compensated by building America's largest highway and railway systems.,0
"The regulatory authority, the Texas Department of Transportation (TxDOT), maintains the state's immense highway system, regulates aviation, and public transportation systems.",1
The state is an important transportation hub.,0
"From the Dallas/Fort Worth area, trucks can reach 93 percent of the nation's population within 48 hours, and 37 percent within 24 hours.",1
"Texas has 33 foreign trade zones (FTZ), the most in the nation.",0
"In 2004, a combined total of $298 billion of goods passed through Texas FTZs.",0
The first Texas freeway was the Gulf Freeway opened in 1948 in Houston.,1
"As of 2005, 79,535 miles (127,999 km) of public highway crisscrossed Texas (up from 71,000 miles (114,263 km) in 1984).",0
"To fund recent growth in the state highways, Texas has 17 toll roads (see list) with several additional tollways proposed.",0
"In central Texas, the southern section of the State Highway 130 toll road has a speed limit of 85 miles per hour (137 km/h), the highest in the nation.",1
All federal and state highways in Texas are paved.,0
"Texas has 730 airports, second-most of any state in the nation.",0
"Largest in Texas by size and passengers served, Dallas/Fort Worth International Airport (DFW) is the second-largest by area in the United States, and fourth in the world with 18,076 acres (73.15 km2).",1
"In traffic, DFW airport is the busiest in the state, the fourth busiest in the United States, and sixth worldwide.",1
"American Airlines Group's American / American Eagle, the world's largest airline in total passengers-miles transported and passenger fleet size, uses DFW as its largest and main hub.",0
"It ranks as the largest airline in the United States by number of passengers carried domestically per year and the largest airline in the world by number of passengers carried.Southwest Airlines, headquartered in Dallas, has its operations at Dallas Love Field.",1
Texas's second-largest air facility is Houston's George Bush Intercontinental Airport (IAH).,1
"It served as the largest hub for the former Continental Airlines, which was based in Houston; it serves as the largest hub for United Airlines, the world's third-largest airline, by passenger-miles flown.",0
IAH offers service to the most Mexican destinations of any U.S. airport.,1
"The next five largest airports in the state all serve more than three million passengers annually; they include Austin-Bergstrom International Airport, William P. Hobby Airport, San Antonio International Airport, Dallas Love Field and El Paso International Airport.",0
The smallest airport in the state to be designated an international airport is Del Rio International Airport.,0
"Around 1,150 seaports dot Texas's coast with over 1,000 miles (1,600 km) of channels.",1
Ports employ nearly one-million people and handle an average of 317 million metric tons.,0
Texas ports connect with the rest of the U.S. Atlantic seaboard with the Gulf section of the Intracoastal Waterway.,0
"The Port of Houston today is the busiest port in the United States in foreign tonnage, second in overall tonnage, and tenth worldwide in tonnage.",1
The Houston Ship Channel spans 530 feet (160 m) wide by 45 feet (14 m) deep by 50 miles (80 km) long.,1
"Part of the state's tradition of cowboys is derived from the massive cattle drives which its ranchers organized in the nineteenth century to drive livestock to railroads and markets in Kansas, for shipment to the East.",1
